"3040132","la Massana","la Massana","La Macana,La Massana,La Maçana,La-Massana,la Massana,ma sa na,Ла-Массана,ラ・マサナ教区,马萨纳","42.545","1.51483","P","PPLA","AD","","04","","","","7211",\N,"1245","Europe/Andorra","2008-10-15"
"3040067","Les Bons","Les Bons","Els Bons","42.5387","1.58649","P","PPL","AD","AD","03","","","","0",\N,"1299","Europe/Andorra","2007-04-16"
"3040051","les Escaldes","les Escaldes","Ehskal'des-Ehndzhordani,Escaldes,Escaldes-Engordany,Les Escaldes,esukarudesu=engorudani jiao qu,lai sai si ka er de-en ge er da,Эскальдес-Энджордани,エスカルデス＝エンゴルダニ教区,萊塞斯卡爾德-恩戈爾達,萊塞斯卡爾德－恩戈爾達","42.5073","1.53414","P","PPLA","AD","","08","","","","15853",\N,"1033","Europe/Andorra","2008-10-15"
"3040027","Les Salines","Les Salines","","42.6095","1.53697","P","PPL","AD","","05","","","","0",\N,"1478","Europe/Andorra","2007-04-16"
"3040025","Les Sobiranes","Les Sobiranes","","42.6201","1.53988","P","PPL","AD","","05","","","","0",\N,"1604","Europe/Andorra","2014-11-05"
"3039979","Llorts","Llorts","Llors,Llorta,Lors","42.5962","1.52658","P","PPL","AD","AD","05","","","","0",\N,"1435","Europe/Andorra","2007-04-16"
"3039959","Llumeneres","Llumeneres","Llumeneres","42.4723","1.51165","P","PPL","AD","","06","","","","0",\N,"1322","Europe/Andorra","2012-04-13"
"3039896","Mas de Ribafeta","Mas de Ribafeta","","42.5693","1.48858","P","PPL","AD","","04","","","","0",\N,"1437","Europe/Andorra","2014-11-05"
"3039901","Mas d’Alins","Mas d'Alins","","42.4411","1.45128","P","PPL","AD","","06","","","","0",\N,"1355","Europe/Andorra","2015-04-08"
"3039862","Meritxell","Meritxell","Sanctuaire de Meritxeli,Sanctuaire de Meritxell,Santuari de Meritxell","42.554","1.59087","P","PPL","AD","AD","02","","","","0",\N,"1479","Europe/Andorra","2007-04-16"
"3039819","Molleres","Molleres","Molleres","42.5509","1.58985","P","PPL","AD","","02","","","","0",\N,"1394","Europe/Andorra","2014-11-05"
"3039757","Nagol","Nagol","Nagol","42.4714","1.50231","P","PPL","AD","","06","","","","0",\N,"1158","Europe/Andorra","2015-03-08"
"3039678","Ordino","Ordino","Ordino,ao er di nuo,orudino jiao qu,Ордино,オルディノ教区,奥尔迪诺","42.5562","1.53319","P","PPLA","AD","","05","","","","3066",\N,"1296","Europe/Andorra","2009-12-11"
"3039634","Pal","Pal","Pal","42.5459","1.47524","P","PPL","AD","","04","","","","0",\N,"1565","Europe/Andorra","2012-04-13"
"3039604","Pas de la Casa","Pas de la Casa","Pas de la Kasa,Пас де ла Каса","42.5428","1.73361","P","PPL","AD","","03","","","","2363","2050","2106","Europe/Andorra","2008-06-09"
"3039386","Prats","Prats","","42.56","1.59396","P","PPL","AD","","02","","","","0",\N,"1578","Europe/Andorra","2007-04-16"
"10630523","Puiol del Piu","Puiol del Piu","","42.5652","1.49159","P","PPL","AD","","04","","","","400","1660","1392","Europe/Andorra","2015-09-08"
"3039322","Ràmio","Ramio","","42.4973","1.57401","P","PPL","AD","","08","","","","0",\N,"1639","Europe/Andorra","2015-05-06"
"3039320","Ransol","Ransol","","42.5814","1.63812","P","PPL","AD","","02","","","","0",\N,"1728","Europe/Andorra","2007-04-16"
"3039166","Sant Joan de Caselles","Sant Joan de Caselles","San Joan de Casettas,Sant Joan de Casellas,Sant Joan de Caselles","42.5712","1.60761","P","PPL","AD","","02","","","","0",\N,"1552","Europe/Andorra","2012-04-13"
"3039163","Sant Julià de Lòria","Sant Julia de Loria","San Julia,San Julià,Sant Julia de Loria,Sant Julià de Lòria,Sant-Zhulija-de-Lorija,sheng hu li ya-de luo li ya,Сант-Жулия-де-Лория,サン・ジュリア・デ・ロリア教区,圣胡利娅-德洛里亚,圣胡利娅－德洛里亚","42.4637","1.49129","P","PPLA","AD","","06","","","","8022",\N,"921","Europe/Andorra","2013-11-23"
"8260095","Sant Miquel d'Engolasters","Sant Miquel d'Engolasters","","42.5112","1.55987","P","PPL","AD","","08","","","","0",\N,"1489","Europe/Andorra","2012-04-13"
"3039181","Santa Coloma","Santa Coloma","Santa Coloma","42.4945","1.49897","P","PPL","AD","","07","","","","0",\N,"978","Europe/Andorra","2014-11-05"
"3039132","Segudet","Segudet","Segudet","42.5571","1.53808","P","PPL","AD","","05","","","","0",\N,"1341","Europe/Andorra","2014-11-05"
"3039077","Sispony","Sispony","Sispony","42.5337","1.51613","P","PPL","AD","","04","","","","0",\N,"1315","Europe/Andorra","2012-04-13"
"3038999","Soldeu","Soldeu","","42.5769","1.66769","P","PPL","AD","","02","","","","602",\N,"1832","Europe/Andorra","2017-11-06"
"3038987","Sornàs","Sornas","Sornas,Sornàs","42.5646","1.52757","P","PPL","AD","","05","","","","0",\N,"1328","Europe/Andorra","2014-11-05"
"3038832","Vila","Vila","Casas Vila,Vila","42.5318","1.56654","P","PPL","AD","","03","","","","0",\N,"1318","Europe/Andorra","2012-04-13"
"3038816","Xixerella","Xixerella","","42.5533","1.48736","P","PPL","AD","","04","","","","0",\N,"1417","Europe/Andorra","2009-04-24"
