"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","country_code","cc2","admin1_code","admin2_code","admin3_code","admin4_code","population","elevation","dem","timezone","modification_date"
3202190,"Dankovci","Dankovci","Dankovci,Dankovec,Orfalu,Őrfalu",46.7667,16.1667,"P","PPL","SI","",97,"","","",143,NULL,291,"Europe/Ljubljana","2014-04-24"
3202198,"Dane pri Sežani","Dane pri Sezani","Dane,Dane pri Sezani,Dane pri Sežani,Danna",45.7161,13.8811,"P","PPL","SI","","B7","","","",413,NULL,328,"Europe/Ljubljana","2014-04-25"
3202199,"Dane pri Divači","Dane pri Divaci","Dane,Dane pri Divaci,Dane pri Divači,Danne di Sesana",45.6522,13.9833,"P","PPL","SI","",19,"","","",62,NULL,434,"Europe/Ljubljana","2014-04-24"
3202200,"Dane","Dane","Dane",45.7367,14.6942,"P","PPL","SI","","L1","","","",61,NULL,585,"Europe/Ljubljana","2014-04-24"
3202201,"Dane","Dane","Dane",45.6972,14.4147,"P","PPL","SI","","I7","","","",112,NULL,888,"Europe/Ljubljana","2014-04-27"
3202208,"Damelj","Damelj","Damalj,Damelj",45.4391,15.1886,"P","PPL","SI","",17,"","","",32,NULL,218,"Europe/Ljubljana","2014-04-27"
3202211,"Daljni Vrh","Daljni Vrh","Daljni Vrh",45.8416,15.1251,"P","PPL","SI","","J7","","","",98,NULL,283,"Europe/Ljubljana","2014-04-26"
3202212,"Daljna Vas","Daljna Vas","Daljna Vas,Daljnja Vas,Dalna Vas",46.0064,14.5508,"P","PPL","SI","","C1","","","",0,NULL,342,"Europe/Ljubljana","2012-01-19"
3202252,"Cvišlerji","Cvislerji","Cvislarji,Cvislerji,Cvišlarji,Cvišlerji",45.6364,14.8886,"P","PPL","SI","","H7","","","",207,NULL,474,"Europe/Ljubljana","2014-04-25"
3202260,"Cven","Cven","",46.5472,16.2192,"P","PPL","SI","","I6","","","",614,NULL,173,"Europe/Ljubljana","2014-04-25"
3202328,"Črnuče","Crnuce","Crnuce,Črnuče",46.1,14.5333,"P","PPL","SI","",61,"","","",0,NULL,287,"Europe/Ljubljana","2014-04-06"
3202329,"Črnotiče","Crnotice","Cernotti,Crnolice,Crnotice,Črnolice,Črnotiče",45.555,13.8961,"P","PPL","SI","",50,"","","",89,NULL,403,"Europe/Ljubljana","2014-04-24"
3202332,"Občina Črnomelj","Obcina Crnomelj","Crnomelj,Obcina Crnomelj,Občina Črnomelj,Opstina Crnomelj,Opština Črnomelj,Črnomelj",45.5239,15.1983,"A","ADM1","SI","SI",17,"","","",14717,NULL,162,"Europe/Ljubljana","2014-04-22"
3202333,"Črnomelj","Crnomelj","Chrnomel',Crnomelj,Obcina Crnomelj,Občina Črnomelj,Tschernembl,cherunomeri,Črnomelj,Чрномель,チェルノメリ",45.5711,15.1889,"P","PPLA","SI","",17,"","","",5776,NULL,150,"Europe/Ljubljana","2014-04-27"
3202351,"Črni Vrh","Crni Vrh","Crni Vrh,Črni Vrh",46.0833,14.2667,"P","PPL","SI","","G4","","","",296,NULL,687,"Europe/Ljubljana","2014-04-24"
3202352,"Črni Vrh","Crni Vrh","Crni Vrh,Crni vrh nad Idrija,Montenero,Montenero d'Idria,Montenero d’Idria,Schwarzenberg,Črni Vrh,Črni vrh nad Idrija",45.9242,14.0436,"P","PPL","SI","",36,"","","",648,NULL,702,"Europe/Ljubljana","2014-04-24"
3202412,"Črni Potok pri Kočevju","Crni Potok pri Kocevju","Crni Potok,Crni Potok pri Kocevju,Črni Potok,Črni Potok pri Kočevju",45.5911,14.8975,"P","PPL","SI","","H7","","","",141,NULL,469,"Europe/Ljubljana","2014-04-24"
3202413,"Črni Potok pri Dragi","Crni Potok pri Dragi","Crni Potok,Crni Potok pri Dragi,Črni Potok,Črni Potok pri Dragi",45.5869,14.6806,"P","PPL","SI","SI","00","","","",27,NULL,444,"Europe/Ljubljana","2014-04-24"
3202425,"Črni Kal","Crni Kal","Crni Kal,San Sergio,Črni Kal",45.55,13.88,"P","PPL","SI","",50,"","","",207,NULL,278,"Europe/Ljubljana","2014-04-24"
3202434,"Črniče","Crnice","Cernizza Goriziana,Crnice,Črniče",45.9106,13.7767,"P","PPL","SI","","01","","","",426,NULL,244,"Europe/Ljubljana","2014-04-24"
3202438,"Crngrob","Crngrob","Crngrob,Crnogrob",46.1966,14.3056,"P","PPL","SI","",52,"","","",46,NULL,424,"Europe/Ljubljana","2014-04-26"
3202442,"Črneče","Crnece","Crnece,Črneče",46.5885,15.0009,"P","PPL","SI","",25,"","","",665,NULL,353,"Europe/Ljubljana","2014-04-26"
3202444,"Črneča Vas","Crneca Vas","Crneca Vas,Črneča Vas",45.8285,15.4587,"P","PPL","SI","",54,"","","",123,NULL,374,"Europe/Ljubljana","2014-04-26"
3202446,"Črnci","Crnci","Crnci,Črnci",46.6944,15.8914,"P","PPL","SI","","N9","","","",299,NULL,221,"Europe/Ljubljana","2014-04-24"
3202452,"Črna Vas","Crna Vas","Crna Vac,Crna Vas,Črna Vac,Črna Vas",45.9969,14.4706,"P","PPL","SI","",61,"","","",817,NULL,285,"Europe/Ljubljana","2014-04-24"
3202459,"Črna na Koroškem","Crna na Koroskem","Crna,Crna na Koroskem,Črna,Črna na Koroškem",46.4705,14.8501,"P","PPLA","SI","",16,"","","",2409,NULL,574,"Europe/Ljubljana","2014-04-27"
3202479,"Črmošnjice","Crmosnjice","Crmosnjice,Črmošnjice",45.6833,15.1,"P","PPL","SI","","B1","","","",136,NULL,463,"Europe/Ljubljana","2014-04-25"
3202514,"Črešnjice","Cresnjice","Cresnica,Cresnjice,Čresnica,Črešnjice",46.3333,15.35,"P","PPL","SI","","N3","","","",59,NULL,786,"Europe/Ljubljana","2014-04-25"
3202515,"Črešnjevec pri Semiču","Cresnjevec pri Semicu","Cresnjevec,Cresnjevec pri Semicu,Črešnjevec,Črešnjevec pri Semiču",45.655,15.2328,"P","PPL","SI","","B1","","","",98,NULL,201,"Europe/Ljubljana","2014-04-25"
3202516,"Črešnjevec pri Dragatušu","Cresnjevec pri Dragatusu","Cresnjevec,Cresnjevec pri Dragatusu,Črešnjevec,Črešnjevec pri Dragatušu",45.5129,15.224,"P","PPL","SI","",17,"","","",5,NULL,216,"Europe/Ljubljana","2014-04-26"
3202517,"Črešnjevec","Cresnjevec","Cresnjevec,Črešnjevec",46.3758,15.6164,"P","PPL","SI","","L8","","","",510,NULL,294,"Europe/Ljubljana","2014-04-25"
3202518,"Črešnjevci","Cresnjevci","Crenjevci,Cresnjevci,Cresnovci,Črenjevci,Črešnjevci,Črešnovci",46.6547,15.9958,"P","PPL","SI","",29,"","","",817,NULL,230,"Europe/Ljubljana","2014-04-25"
3202524,"Črenšovci","Crensovci","Crensovci,Cserencsocz,Cserencsócz,Cserfold,Cserföld,Črenšovci",46.5579,16.3041,"P","PPLA","SI","",15,"","","",1178,NULL,173,"Europe/Ljubljana","2014-04-27"
3202542,"Čolnišče","Colnisce","Colnisce,Čolnišče",46.1167,14.9667,"P","PPL","SI","","E7","","","",256,NULL,430,"Europe/Ljubljana","2014-04-25"
3202543,"Col","Col","Col,Oresje-Col,Orešje-Col,Zoll",45.8758,14.005,"P","PPL","SI","","E1","","","",496,NULL,490,"Europe/Ljubljana","2014-04-24"
3202548,"Cogetinci","Cogetinci","Cogetinci",46.5811,15.9622,"P","PPLL","SI","","F9","","","",270,NULL,232,"Europe/Ljubljana","2014-04-24"
3202572,"Cirkovce","Cirkovce","Cirkovce,Cirkovci",46.3999,15.7312,"P","PPL","SI","",45,"","","",418,NULL,243,"Europe/Ljubljana","2014-04-26"
3202573,"Cirknica","Cirknica","Cirknica",46.6567,15.6546,"P","PPL","SI","","B3","","","",112,NULL,288,"Europe/Ljubljana","2014-04-27"
3202575,"Čirčiče","Circice","",46.2307,14.3643,"P","PPL","SI","",52,"","","",0,NULL,379,"Europe/Ljubljana","2014-04-22"
3202583,"Činžat","Cinzat","Cinzat,Činžat",46.5333,15.4333,"P","PPL","SI","","I8","","","",167,NULL,468,"Europe/Ljubljana","2014-04-25"
3202588,"Čimerno","Cimerno","Cimerno,Čimerno",46.0833,15.1167,"P","PPL","SI","",99,"","","",33,NULL,823,"Europe/Ljubljana","2014-04-24"
3202590,"Čilpah","Cilpah","Cilpah,Cilpoh,Čilpah,Čilpoh",45.9018,15.1322,"P","PPL","SI","","O7","","","",43,NULL,461,"Europe/Ljubljana","2014-04-26"
3202599,"Čikečka Vas","Cikecka Vas","Cicecka Ves,Cikecka Vas,Csekefa,Čikečka Vas,Čičečka Ves",46.7228,16.3214,"P","PPL","SI","",78,"","","",84,NULL,221,"Europe/Ljubljana","2014-04-24"
3202613,"Ciglence","Ciglence","Ciglence",46.5,15.7667,"P","PPL","SI","",26,"","","",332,NULL,258,"Europe/Ljubljana","2014-04-24"
3202615,"Čiginj","Ciginj","Ciginj,Sella di Volzana,Čiginj",46.1625,13.6985,"P","PPL","SI","","D2","","","",176,NULL,589,"Europe/Ljubljana","2014-04-27"
3202631,"Čezsoča","Cezsoca","Cezsoca,Oltresonzia,Čezsoča",46.3195,13.5463,"P","PPL","SI","","06","","","",343,NULL,368,"Europe/Ljubljana","2017-03-18"
3202632,"Cezlak","Cezlak","Cezlak",46.4173,15.4406,"P","PPL","SI","","L8","","","",38,NULL,610,"Europe/Ljubljana","2014-04-26"
3202633,"Čežarji","Cezarji","Cesari,Cezarji,Čežarji",45.5392,13.8053,"P","PPL","SI","",50,"","","",528,NULL,89,"Europe/Ljubljana","2014-04-25"
3202634,"Cezanjevci","Cezanjevci","Cezanjevci",46.5225,16.1519,"P","PPL","SI","","I6","","","",236,NULL,178,"Europe/Ljubljana","2014-04-24"
3202646,"Četež pri Strugah","Cetez pri Strugah","Cetez pri Strugah,Cretez,Četež pri Strugah,Čretež",45.7978,14.7508,"P","PPL","SI","",20,"","","",61,NULL,456,"Europe/Ljubljana","2014-04-25"
3202647,"Četena Ravan","Cetena Ravan","Cetena Ravan,Četena Ravan",46.1671,14.1885,"P","PPL","SI","",27,"","","",40,NULL,854,"Europe/Ljubljana","2014-04-26"
3202656,"Cesta","Cesta","Cesta",45.9667,15.4667,"P","PPL","SI","",54,"","","",71,NULL,326,"Europe/Ljubljana","2014-04-24"
3202657,"Cesta","Cesta","Cesta,Zesta",45.8619,14.6886,"P","PPL","SI","",20,"","","",273,NULL,444,"Europe/Ljubljana","2014-04-24"
3202658,"Češnjice v Tuhinju","Cesnjice v Tuhinju","Cesnjice,Cesnjice v Tuhinju,Češnjice,Češnjice v Tuhinju",46.2333,14.8167,"P","PPL","SI","","H6","","","",107,NULL,1067,"Europe/Ljubljana","2014-04-25"
3202659,"Češnjice pri Trebelnem","Cesnjice pri Trebelnem","Cesnjice,Cesnjice pri Trebelnem,Cešnjice,Češnjice pri Trebelnem",45.9,15.15,"P","PPL","SI","","O7","","","",99,NULL,436,"Europe/Ljubljana","2014-04-25"
3202660,"Češnjice","Cesnjice","Cesnjice,Češnjice",46.1919,14.7764,"P","PPL","SI","","H6","","","",19,NULL,696,"Europe/Ljubljana","2014-04-26"
3202661,"Bohinjska Češnjica","Bohinjska Cesnjica","",46.2956,13.9447,"P","PPL","SI","","04","","","",347,NULL,607,"Europe/Ljubljana","2014-04-27"
